"station","year","month","po4f","nh4f","no2f","no3f","no23f","chla_n","po4f_cens","nh4f_cens","no2f_cens","no3f_cens","no23f_cens","chla_n_cens"
"delslnut",2009,12,0.0287,0.058,0.0097,1.3603,1.37,2.58,0,0,0,0,0,0
"delslnut",2010,1,0.0258,0.17475,0.014,3.63133333333333,3.64533333333333,1.82666666666667,0,0,0,0,0,0
"delslnut",2010,2,0.0239,0.113,0.0166,2.8014,2.818,2.42,0,0,0,0,0,0
"delslnut",2010,3,0.0315,0.105,0.0295,2.1425,2.172,10.71,0,0,0,0,0,0
"delslnut",2010,4,0.0398,0.0966,0.032,1.796,1.828,27.3,0,0,0,0,0,0
"delslnut",2010,5,0.0264,0.1945,0.0415,1.0247,1.0662,20.38,0,0,0,0,0,0
"delslnut",2010,6,0.0655,0.2174,0.0271,0.1939,0.221,4.01,0,0,0,0,0,0
"delslnut",2010,7,0.1247,0.2264,0.0242,0.2605,0.2847,9.49,0,0,0,0,0,0
"delslnut",2010,8,0.0429,0.0054,2e-04,,0.001,38.16,0,1,1,,1,0
"delslnut",2010,9,0.1191,0.1486,0.0039,0.0681,0.072,19.67,0,0,0,0,0,0
"delslnut",2010,10,0.0625,0.0732,0.0194,0.9706,0.99,26.51,0,0,0,0,0,0
"delslnut",2010,11,0.0584333333333333,0.0935666666666667,0.0143666666666667,1.02613333333333,1.0405,12.48,0,0,0,0,0,0
"delslnut",2010,12,0.072,0.2785,0.0204,1.1711,1.1915,5.68,0,0,0,0,0,0
"delslnut",2011,1,0.0457666666666667,0.4758,0.0318333333333333,2.09133333333333,2.12316666666667,3.13,0,0,0,0,0,0
"delslnut",2011,2,0.0207,0.1311,0.0139,1.4826,1.4965,18.2,0,0,0,0,0,0
"delslnut",2011,3,0.0242,0.0576,0.017,1.5015,1.5185,19.48,0,0,0,0,0,0
"delslnut",2011,4,0.0309,0.1208,0.0175,0.5871,0.6046,14.97,0,0,0,0,0,0
"delslnut",2011,5,0.0113,0.0606,0.0063,0.0925,0.0988,27.5,0,0,0,0,0,0
"delslnut",2011,6,0.0788,0.1553,0.0191,0.1851,0.2042,10.08,0,0,0,0,0,0
"delslnut",2011,7,0.1278,0.1968,0.0101,0.0581,0.0682,8.49,0,0,0,0,0,0
"delslnut",2011,8,0.1623,0.2162,0.0074,0.0486,0.056,24.62,0,0,0,0,0,0
"delslnut",2011,9,0.147,0.0595,0.0287,0.4517,0.4804,16.36,0,0,0,0,0,0
"delslnut",2011,10,0.0345666666666667,0.0648666666666667,0.0248666666666667,0.442366666666667,0.467233333333333,9.06666666666667,0,0,0,0,0,0
"delslnut",2011,11,0.0581,0.1305,0.0186,1.0119,1.0305,7.99,0,0,0,0,0,0
"delslnut",2011,12,0.0657,0.1039,0.0142,1.0468,1.061,3.31,0,0,0,0,0,0
"delslnut",2012,1,0.0416,0.1605,0.0294,2.8946,2.924,3.32,0,0,0,0,0,0
"delslnut",2012,2,0.0298,0.179,0.0212,2.2068,2.228,13.59,0,0,0,0,0,0
"delslnut",2012,3,0.0155,0.0536,0.0157,1.6063,1.622,17.07,0,0,0,0,0,0
"delslnut",2012,4,0.00373333333333333,0.0056,0.00866666666666667,,,65.69,0,1,1,,,0
"delslnut",2012,5,0.049,0.2682,0.0269,0.2789,0.3058,6.84,0,0,0,0,0,0
"delslnut",2012,6,0.033,0.144633333333333,0.00966666666666667,0.0789666666666667,0.0886333333333333,11.8866666666667,0,0,0,0,0,0
"delslnut",2012,7,0.0761,0.0964,0.0029,0.0097,0.0126,21.95,0,0,0,0,0,0
"delslnut",2012,8,0.002,0.0056,0.0142,,0.0047,6.63,1,1,0,,1,0
"delslnut",2012,9,0.1412,0.1768,0.0224,0.1625,0.1849,11.96,0,0,0,0,0,0
"delslnut",2012,10,0.0697,0.1538,0.0212,0.2781,0.2993,5.15,0,0,0,0,0,0
"delslnut",2012,11,0.0989,0.2682,0.0159,0.5658,0.5817,3.6,0,0,0,0,0,0
"delslnut",2012,12,0.0261,0.1072,0.0117,1.0943,1.106,7.03,0,0,0,0,0,0
"delslnut",2013,1,0.0594,0.3232,0.0264,1.8955,1.9219,7.87,0,0,0,0,0,0
"delslnut",2013,2,0.0154,0.0679666666666667,0.0137333333333333,1.3147,1.32843333333333,,0,0,0,0,0,
"delslnut",2013,3,0.024,0.0872,0.0152,1.7868,1.802,15.86,0,0,0,0,0,0
"delslnut",2013,4,0.0219,0.0943,0.0081,0.2764,0.2845,,0,0,0,0,0,
"delslnut",2013,5,0.0787,0.3601,0.0556,0.5651,0.6207,11.94,0,0,0,0,0,0
"delslnut",2013,6,0.154833333333333,0.242033333333333,0.0514333333333333,0.4702,0.521633333333333,6.04,0,0,0,0,0,0
"delslnut",2013,7,0.1312,0.241,0.056,0.4529,0.5089,5.56,0,0,0,0,0,0
"delslnut",2013,8,0.0816,0.1842,0.0264,0.4108,0.4372,10.57,0,0,0,0,0,0
"delslnut",2013,9,0.0639,0.1161,0.0116,0.2888,0.3004,15.1,0,0,0,0,0,0
"delslnut",2013,10,0.0581,0.1231,0.0177,0.6667,0.6844,6.97,0,0,0,0,0,0
"delslnut",2013,11,0.08,0.2134,0.0332,1.2968,1.33,5.01,0,0,0,0,0,0
"delslnut",2013,12,0.0507,0.2192,0.032,1.921,1.953,4.38,0,0,0,0,0,0
"delslnut",2014,2,0.0267,0.1097,0.0169,2.1611,2.178,12.93,0,0,0,0,0,0
"delslnut",2014,3,0.0187,0.0759,0.0186,2.0784,2.097,20.24,0,0,0,0,0,0
"delslnut",2014,4,0.0131,0.0699,0.0151,1.0339,1.049,24.2,0,0,0,0,0,0
"delslnut",2014,5,0.0524,0.2866,0.0344,0.3207,0.3551,11.21,0,0,0,0,0,0
"delslnut",2014,6,0.09,0.2072,0.0346,0.34,0.3746,5.57,0,0,0,0,0,0
"delslnut",2014,7,0.0975,0.2344,0.0156,0.148,0.1636,6.22,0,0,0,0,0,0
"delslnut",2014,8,0.0732333333333333,0.0887333333333333,0.0103666666666667,0.183533333333333,0.1939,18.51,0,0,0,0,0,0
"delslnut",2014,9,0.0904,0.1938,0.0182,0.1378,0.156,14.87,0,0,0,0,0,0
"delslnut",2014,10,0.0489,0.1041,0.0054,0.1409,0.1463,19.09,0,0,0,0,0,0
"delslnut",2014,11,0.0406,0.1449,0.0241,0.3788,0.4029,13.34,0,0,0,0,0,0
"delslnut",2014,12,0.0551,0.1498,0.0225,1.5002,1.5227,3.53,0,0,0,0,0,0
"delslnut",2015,1,0.0293,0.0658,0.008,1.317,1.325,3.62,0,0,0,0,0,0
"delslnut",2015,3,0.0172,0.0375,0.0127,1.4023,1.415,15.67,0,0,0,0,0,0
"delslnut",2015,4,0.0130666666666667,0.0899666666666667,0.0251666666666667,1.5275,1.55266666666667,33.255,0,0,0,0,0,0
"delslnut",2015,5,0.011,0.0255,0.0174,0.42,0.4374,69.66,0,0,0,0,0,0
"delslnut",2015,6,0.0402333333333333,0.0745333333333333,0.0137333333333333,0.244166666666667,0.2579,55.445,0,0,0,0,0,0
"delslnut",2015,7,0.0528,0.1288,0.0062,0.0875,0.0937,15.55,0,0,0,0,0,0
"delslnut",2015,8,0.0794,0.1749,0.0108,0.0799,0.0907,11.96,0,0,0,0,0,0
"delslnut",2015,9,0.0882,0.1186,0.0062,0.082,0.0882,23.76,0,0,0,0,0,0
"delslnut",2015,10,0.0412,0.0858,0.0105,0.2347,0.2452,7.31,0,0,0,0,0,0
"delslnut",2015,11,0.0399,0.0883,0.0135,0.6848,0.6983,4.43,0,0,0,0,0,0
"delslnut",2015,12,0.0578,0.1977,0.0164,0.987,1.0034,10.07,0,0,0,0,0,0
"delslnut",2016,1,0.0547,0.1876,0.0304,1.1022,1.1326,5.51,0,0,0,0,0,0
"delslnut",2016,2,0.0337,0.151266666666667,0.0226,1.0814,,6.04,0,0,0,0,,0
"delslnut",2016,3,0.0213,0.2521,0.0179,0.9798,0.9977,11.06,0,0,0,0,0,0
"delslnut",2016,4,0.002,0.1133,0.0053,0.2015,0.2068,44.39,1,0,0,0,0,0
"delslnut",2016,5,0.0132,0.1079,0.0077,0.1992,0.2069,16.93,0,0,0,0,0,0
"delslnut",2016,6,0.0487333333333333,0.2414,0.0280333333333333,0.230166666666667,0.2582,6.00333333333333,0,0,0,0,0,0
"delslnut",2016,7,0.114,0.178,0.02,0.112,0.132,20.3,0,0,0,0,0,0
"delslnut",2016,8,0.101,0.185,0.011,0.132,0.143,30.2,0,0,0,0,0,0
"delslnut",2016,9,0.128,0.242,0.014,0.093,0.107,12.7,0,0,0,0,0,0
"delslnut",2016,10,0.103,0.155,0.026,0.577,0.603,18.4,0,0,0,0,0,0
"delslnut",2016,11,0.033,0.123,0.021,,,12.8,0,0,0,,,0
"delslnut",2016,12,0.055,0.123,0.019,1.291,1.31,6.27,0,0,0,0,0,0
"delslnut",2017,1,0.025,0.126,0.02,1.75,1.77,37.3,0,0,0,0,0,0
"delslnut",2017,2,0.042,0.185,0.018,1.522,1.54,28,0,0,0,0,0,0
"delslnut",2017,3,0.034,0.219,0.022,1.368,1.39,37.9,0,0,0,0,0,0
"delslnut",2017,4,0.0163333333333333,0.098,0.0103333333333333,0.778333333333333,0.788666666666667,9.53333333333333,0,0,0,0,0,0
"delslnut",2017,5,0.015,0.145,0.017,0.341,0.358,35.2,0,0,0,0,0,0
"delslnut",2017,6,0.054,0.209,0.036,0.462,0.498,7.7,0,0,0,0,0,0
"delslnut",2017,7,0.097,0.294,0.023,0.133,0.156,11.6,0,0,0,0,0,0
"delslnut",2017,8,0.078,0.176,0.012,0.219,0.231,21.8,0,0,0,0,0,0
"delslnut",2017,9,0.063,0.182,0.017,0.257,0.274,3.3,0,0,0,0,0,0
"delslnut",2017,10,0.068,0.117,0.023,0.505,0.528,4.6,0,0,0,0,0,0
"delslnut",2017,11,0.035,0.099,0.011,0.504,0.515,4.4,0,0,0,0,0,0
"delslnut",2017,12,0.048,0.122,0.017,0.983,1,3.6,0,0,0,0,0,0
"delslnut",2018,1,0.04,0.408,0.027,1.703,1.73,14.7,0,0,0,0,0,0
"delslnut",2018,2,0.036,0.276333333333333,0.021,1.50233333333333,1.52333333333333,32.7666666666667,0,0,0,0,0,0
"delslnut",2018,3,0.01,0.061,0.014,1.326,1.34,42,0,0,0,0,0,0
"delslnut",2018,4,,0.127,0.02,1.43,1.45,30.9,,0,0,0,0,0
"delslnut",2018,5,0.038,0.23,0.028,0.587,0.615,14,0,0,0,0,0,0
"delslnut",2018,6,0.037,0.168,0.024,,,19.9,0,0,0,,,0
"delslnut",2018,7,0.063,0.176,0.021,0.394,0.415,5.6,0,0,0,0,0,0
"delslnut",2018,8,0.051,0.143,0.009,0.094,0.103,25.2,0,0,0,0,0,0
"delslnut",2018,9,0.099,,,,0.499,4.7,0,,,,0,0
"delslnut",2018,10,0.048,0.106,0.013,1.577,1.59,6.4,0,0,0,0,0,0
"delslnut",2018,11,0.038,,0.009,1.401,1.41,3.1,0,,0,0,0,0
"delslnut",2018,12,0.041,0.179,0.018,2.562,2.58,4,0,0,0,0,0,0
"delslnut",2019,1,0.033,0.224,,,2.74,3.3,0,0,,,0,0
"delslnut",2019,2,0.018,0.084,0.009,2.491,2.5,7.4,0,0,0,0,0,0
"delslnut",2019,3,0.021,0.056,,,2.3,4.1,0,0,,,0,0
"delslnut",2019,4,0.024,0.089,0.024,2.056,2.08,12.8,0,0,0,0,0,0
"delslnut",2019,5,0.071,0.181,0.04,0.669,0.709,9.3,0,0,0,0,0,0
"delslnut",2019,6,0.044,0.148,0.021,0.322,0.343,11.5,0,0,0,0,0,0
"delslnut",2019,7,0.072,0.211,0.035,0.515,0.55,13.7,0,0,0,0,0,0
"delslnut",2019,8,0.062,,,,0.054,23.6,0,,,,0,0
"delslnut",2019,9,0.066,0.138,0.008,0.123,0.131,23.4,0,0,0,0,0,0
"delslnut",2019,10,0.015,0.0296666666666667,0.0163333333333333,0.415333333333333,0.431666666666667,36.9333333333333,0,0,0,0,0,0
"delslnut",2019,11,0.034,0.157,0.025,0.995,1.02,3.1,0,0,0,0,0,0
"delslnut",2019,12,0.043,0.245,0.018,1.162,1.18,4.3,0,0,0,0,0,0
"delslnut",2020,1,0.049,,0.035,1.655,1.69,18.8,0,,0,0,0,0
"delslnut",2020,2,0.036,0.216,0.029,1.291,1.32,15.6,0,0,0,0,0,0
"delslnut",2020,3,0.012,0.124,0.016,1.084,1.1,,0,0,0,0,0,
"delslnut",2020,4,0.019,0.099,,,0.6,24.2,0,0,,,0,0
"delslnut",2020,5,0.014,0.142,0.019,0.397,0.416,30.2,0,0,0,0,0,0
"delslnut",2020,6,0.035,,0.019,0.153,0.172,17.6,0,,0,0,0,0
"delslnut",2020,7,0.069,,0.015,0.071,0.086,12.6,0,,0,0,0,0
"delslnut",2020,8,0.134,0.171,0.021,0.222,0.243,19.6,0,0,0,0,0,0
"delslnut",2020,9,0.1,0.176,0.021,0.369,0.39,12.9,0,0,0,0,0,0
"delslnut",2020,10,0.0776666666666667,0.118,0.018,0.828,0.846,5.66666666666667,0,0,0,0,0,0
"delslnut",2020,11,0.064,,0.024,1.556,1.58,2.6,0,,0,0,0,0
"delslnut",2020,12,0.062,0.138,,,,3,0,0,,,,0
"delslnut",2021,1,0.034,0.101,0.013,1.887,1.9,27.8,0,0,0,0,0,0
"delslnut",2021,2,0.024,,0.011,3.649,3.66,9.9,0,,0,0,0,0
"delslnut",2021,3,0.02,0.123,,2.485,2.56,26.7,0,0,,0,0,0
"delslnut",2021,4,0.0136666666666667,0.0733333333333333,0.017,1.50966666666667,1.52666666666667,39.5,0,0,0,0,0,0
"delslnut",2021,5,,0.041,0.014,0.608,0.622,64.4,,0,0,0,0,0
"delslnut",2021,6,0.051,0.283,0.036,0.285,0.321,6.2,0,0,0,0,0,0
"delslnut",2021,7,0.051,0.121,0.023,0.136,0.159,10,0,0,0,0,0,0
"delslnut",2021,8,0.062,0.13,0.014,0.114,0.128,10.3,0,0,0,0,0,0
"delslnut",2021,9,0.063,,0.004,,0.253,25.4,0,,1,,0,0
"delslnut",2021,10,0.04,0.114,0.02,0.307,,7,0,0,0,0,,0
"delslnut",2021,11,0.029,0.1,0.011,0.513,0.524,5.9,0,0,0,0,0,0
"delslnut",2021,12,0.038,,0.013,1.097,1.11,4.1,0,,0,0,0,0
"delslnut",2022,1,0.02,0.145,,,1.45,30.1,0,0,,,0,0
"delslnut",2022,2,0.035,0.261,,,1.61,9.3,0,0,,,0,0
"delslnut",2022,3,0.022,0.115,0.014,1.496,1.51,43.5,0,0,0,0,0,0
"delslnut",2022,4,0.012,,0.01,0.432,0.442,66.9,0,,0,0,0,0
"delslnut",2022,5,0.016,0.135,0.014,0.474,0.488,15.5,0,0,0,0,0,0
"delslnut",2022,6,0.075,0.307,0.028,0.24,0.268,11.6,0,0,0,0,0,0
"delslnut",2022,7,0.069,0.217,0.021,0.15,0.171,18.4,0,0,0,0,0,0
"delslnut",2022,8,0.084,,0.012,0.054,0.066,20.9,0,,0,0,0,0
"delslnut",2022,9,0.068,,0.015,0.137,0.152,17.9,0,,0,0,0,0
"delslnut",2022,10,0.0346666666666667,0.1025,0.011,0.192,0.203,17.5333333333333,0,0,0,0,0,0
"delslnut",2022,11,0.046,,0.019,0.763,0.782,5.6,0,,0,0,0,0
"delslnut",2022,12,0.03,,0.016,0.748,0.764,5,0,,0,0,0,0
"deltbnut",2007,1,0.03505,0.086,0.0153,1.117,1.1323,0.5,0,0,0,0,0,1
"deltbnut",2007,2,0.0247,0.4001,0.0097,1.2815,1.2912,0.5,0,0,0,0,0,1
"deltbnut",2007,3,0.0201,0.3585,0.0187,1.0944,1.1131,1.15,0,0,0,0,0,0
"deltbnut",2007,4,0.0241,0.1024,0.0188,0.8073,0.8261,1.68,0,0,0,0,0,0
"deltbnut",2007,5,0.0261333333333333,0.105266666666667,0.00606666666666667,0.258066666666667,0.264133333333333,6.52333333333333,0,0,0,0,0,0
"deltbnut",2007,6,0.0156,0.0431,0.0021,0.0347,0.0368,30.42,0,0,0,0,0,0
"deltbnut",2007,7,0.0162,0.0496333333333333,0.00476666666666667,0.107266666666667,0.112033333333333,32.74,0,0,0,0,0,0
"deltbnut",2007,8,0.0495,0.0605,,,0.4231,12.52,0,0,,,0,0
"deltbnut",2007,9,0.0489,0.0611,0.0216,0.4714,0.493,15.29,0,0,0,0,0,0
"deltbnut",2007,10,0.0495,0.1255,0.005,0.5954,0.6004,9.89,0,0,0,0,0,0
"deltbnut",2007,11,0.0601,0.091,0.0028,1.2147,1.2175,7,0,0,0,0,0,0
"deltbnut",2008,1,0.0298,0.1586,0.0076,0.9598,0.9674,11.89,0,0,0,0,0,0
"deltbnut",2008,2,0.0302,0.1685,0.0066,0.9921,0.9987,6.94,0,0,0,0,0,0
"deltbnut",2008,3,0.0248,0.0425,0.0113,0.6645,0.6758,2.25,0,0,0,0,0,0
"deltbnut",2008,4,0.0197,0.0604,0.0174,0.5925,0.6099,4.49,0,0,0,0,0,0
"deltbnut",2008,5,0.0076,0.0054,0.00633333333333333,0.1105,0.116833333333333,36.5833333333333,0,1,0,0,0,0
"deltbnut",2008,6,0.0439,0.0233,0.0082,0.1519,0.1601,19.93,0,0,0,0,0,0
"deltbnut",2008,7,0.0466,0.0054,2e-04,,0.001,49.84,0,1,1,,1,0
"deltbnut",2008,8,0.0411,0.0054,0.0039,0.0188,0.0227,43.5,0,1,0,0,0,0
"deltbnut",2008,9,0.0321,0.0327,0.0037,0.0673,0.071,34.91,0,0,0,0,0,0
"deltbnut",2008,10,0.0615,0.0594,0.0132,0.7798,0.793,9.1,0,0,0,0,0,0
"deltbnut",2008,11,0.0442,0.1147,0.0075,1.0929,1.1004,8.71,0,0,0,0,0,0
"deltbnut",2008,12,0.0182,0.1445,0.0023,0.5387,0.541,20.07,0,0,0,0,0,0
"deltbnut",2009,1,0.03,0.209,0.0064,0.7113,0.7177,28.93,0,0,0,0,0,0
"deltbnut",2009,2,0.007,0.1233,0.0117,0.7378,0.7495,24.05,0,0,0,0,0,0
"deltbnut",2009,3,0.0015,0.0686,0.0077,0.4731,0.4808,29.37,1,0,0,0,0,0
"deltbnut",2009,4,0.0221,0.1158,0.0124,0.5175,0.5299,11.22,0,0,0,0,0,0
"deltbnut",2009,5,0.0499,0.0791,0.0175,0.314,0.3315,9.37,0,0,0,0,0,0
"deltbnut",2009,6,0.0254,0.0054,0.0041,0.1818,0.1859,33.21,0,1,0,0,0,0
"deltbnut",2009,7,0.0429,0.0054,0.0041,0.1813,0.1854,10.5,0,1,0,0,0,0
"deltbnut",2009,8,0.0416,0.0054,0.0047,0.0586,0.0633,14.96,0,1,0,0,0,0
"deltbnut",2009,9,0.0537,0.0054,0.0077,0.1941,0.2018,8.06,0,1,0,0,0,0
"deltbnut",2009,10,0.0122,0.0054,8e-04,,0.001,48.3,0,1,0,,1,0
"deltbnut",2009,11,0.0376,0.0504,0.0069,0.4931,0.5,2.41,0,0,0,0,0,0
"deltbnut",2009,12,0.0272,0.0716,0.0059,0.5385,0.5444,2.37,0,0,0,0,0,0
"deltbnut",2010,1,0.0197,0.1831,0.0074,1.0716,1.079,1.33,0,0,0,0,0,0
"deltbnut",2010,2,0.0148,0.1337,0.0113,1.1787,1.19,1.89,0,0,0,0,0,0
"deltbnut",2010,3,0.0254,0.0373,0.009,1.117,1.126,3.49,0,0,0,0,0,0
"deltbnut",2010,4,0.0424,0.0155,0.0073,0.3481,0.3554,11.97,0,0,0,0,0,0
"deltbnut",2010,5,0.0219,0.0148,0.0023,0.193,0.1953,18.76,0,0,0,0,0,0
"deltbnut",2010,6,0.0084,0.0384,0.0028,0,0.0028,52.76,0,0,0,0,0,0
"deltbnut",2010,7,0.0379666666666667,0.0054,2e-04,,0.001,39.12,0,1,1,,1,0
"deltbnut",2010,8,0.0594,0.0054,0.0217,0.1198,0.1415,20.15,0,1,0,0,0,0
"deltbnut",2010,9,0.0631,0.0176,0.0052,0.3218,0.327,15.11,0,0,0,0,0,0
"deltbnut",2010,10,0.0342,0.0054,2e-04,,0.3965,23.99,0,1,1,,0,0
"deltbnut",2010,11,0.0226,0.0054,0.0042,0.5938,0.598,22.69,0,1,0,0,0,0
"deltbnut",2010,12,0.0277,0.0321,0.0036,0.9239,0.9275,8.17,0,0,0,0,0,0
"deltbnut",2011,1,0.0139,0.3264,0.0091,0.8179,0.827,12.49,0,0,0,0,0,0
"deltbnut",2011,2,0.0146,0.1884,0.0154,0.9986,1.014,12.91,0,0,0,0,0,0
"deltbnut",2011,3,0.0141,0.0475,0.0104,0.6666,0.677,12.07,0,0,0,0,0,0
"deltbnut",2011,4,0.0445,0.0061,0.0125,0.5812,0.5937,3.74,0,0,0,0,0,0
"deltbnut",2011,5,0.0348,0.0054,0.0048,0.5968,0.6016,13.07,0,1,0,0,0,0
"deltbnut",2011,6,0.0664,0.0167,0.004,0.2196,0.2236,14.04,0,0,0,0,0,0
"deltbnut",2011,7,0.0262,0.039,2e-04,,0.001,30.29,0,0,1,,1,0
"deltbnut",2011,8,0.0674,0.021,2e-04,,0.001,36.91,0,0,1,,1,0
"deltbnut",2011,9,0.1199,0.0054,0.006,0.2067,0.2127,11.04,0,1,0,0,0,0
"deltbnut",2011,10,0.0386,0.0054,2e-04,,0.7944,5.26,0,1,1,,0,0
"deltbnut",2011,11,0.0256,0.0317,0.0042,0.738,0.7422,2.45,0,0,0,0,0,0
"deltbnut",2011,12,0.0241,0.0326,0.0032,0.4807,0.4839,2,0,0,0,0,0,0
"deltbnut",2012,1,0.0132,0.0488,0.0076,0.8724,0.88,3.46,0,0,0,0,0,0
"deltbnut",2012,2,0.0099,0.0798,0.0082,1.0508,1.059,11.17,0,0,0,0,0,0
"deltbnut",2012,3,0.0027,0.0243,0.0074,0.6828,0.6902,7.42,0,0,0,0,0,0
"deltbnut",2012,4,0.002,0.0056,0.004,0.1337,0.1377,40.17,0,0,0,0,0,0
"deltbnut",2012,5,0.0031,0.0056,0.0019,0.0655,0.0674,48.23,0,1,0,0,0,0
"deltbnut",2012,6,0.0308,0.0114,0.0081,0.4769,0.485,17.58,0,0,0,0,0,0
"deltbnut",2012,7,0.0546,0.0799,0.0093,0.3273,0.3366,10.5,0,0,0,0,0,0
"deltbnut",2012,8,0.0103,0.0103,0.0087,0.0603,0.069,26.43,0,0,0,0,0,0
"deltbnut",2012,9,0.0387,0.0131,0.0059,0.1832,0.1891,30.02,0,0,0,0,0,0
"deltbnut",2012,10,0.0327,0.0311,0.0037,0.5778,0.5815,15.63,0,0,0,0,0,0
"deltbnut",2012,11,0.0028,0.0407,0.0016,,0.1644,4.01,0,0,1,,0,0
"deltbnut",2012,12,,,,,,,,,,,,
"deltbnut",2013,1,0.0346,0.3073,0.0164,0.8477,0.8641,3.97,0,0,0,0,0,0
"deltbnut",2013,2,0.0226,0.1664,0.013,0.9319,0.9449,10.5,0,0,0,0,0,0
"deltbnut",2013,3,0.024,0.1167,0.0111,0.8834,0.8945,4.89,0,0,0,0,0,0
"deltbnut",2013,4,0.0244,0.0615,0.0112,0.4186,0.4298,18.35,0,0,0,0,0,0
"deltbnut",2013,5,0.0462,0.1263,0.0089,0.612,0.6209,11.56,0,0,0,0,0,0
"deltbnut",2013,6,0.0976,0.1729,0.0382,0.5319,0.5701,8.24,0,0,0,0,0,0
"deltbnut",2013,7,0.0775,0.0546,0.0063,0.1867,0.193,34.31,0,0,0,0,0,0
"deltbnut",2013,8,0.0494,0.0866,0.0057,0.0644,0.0701,34.83,0,0,0,0,0,0
"deltbnut",2013,9,0.0167,0.0365,0.0016,,0.0591,39.48,0,0,1,,0,0
"deltbnut",2013,10,0.0166666666666667,0.0225,0.0028,0.2275,0.2309,25.71,0,0,1,0,0,0
"deltbnut",2013,11,0.0207,0.1091,0.0027,0.3731,0.3758,13.26,0,0,0,0,0,0
"deltbnut",2013,12,0.024,0.1717,0.0117,0.3698,0.3815,2.38,0,0,0,0,0,0
"deltbnut",2014,2,0.0215,0.1013,0.0089,0.1946,0.2035,4.02,0,0,0,0,0,0
"deltbnut",2014,3,0.0173,0.0984,0.017,1.028,1.045,3.07,0,0,0,0,0,0
"deltbnut",2014,4,0.029,0.0416,0.0154,0.5961,0.6115,6.09,0,0,0,0,0,0
"deltbnut",2014,5,0.0556,0.0695,0.0089,0.5253,0.5342,9.4,0,0,0,0,0,0
"deltbnut",2014,6,0.0325333333333333,0.0320333333333333,0.0112666666666667,0.336666666666667,0.347933333333333,19.76,0,0,0,0,0,0
"deltbnut",2014,7,0.0463,0.0523,0.0066,0.2043,0.2109,,0,0,0,0,0,
"deltbnut",2014,8,0.0407,0.0056,0.0071,0.0786,0.0857,35.65,0,1,0,0,0,0
"deltbnut",2014,9,0.0297,0.0229,0.006,0.1439,0.1499,72.73,0,0,0,0,0,0
"deltbnut",2014,10,0.0143,0.0116,0.0016,,0.0807,53.47,0,0,1,,0,0
"deltbnut",2014,11,0.0462,0.118,0.0054,1.1914,1.1968,3.61,0,0,0,0,0,0
"deltbnut",2014,12,0.0213,0.1355,0.0181,0.7643,0.7824,2.51,0,0,0,0,0,0
"deltbnut",2015,1,0.0203,0.0941,0.0078,0.6707,0.6785,2.64,0,0,0,0,0,0
"deltbnut",2015,3,0.0181,0.0963,0.01,0.806,0.816,4.44,0,0,0,0,0,0
"deltbnut",2015,4,0.0264,0.1147,0.0222,0.9618,0.984,5.03,0,0,0,0,0,0
"deltbnut",2015,5,0.0461,0.1489,0.0114,0.5125,0.5239,7.15,0,0,0,0,0,0
"deltbnut",2015,6,0.0602,0.0375,0.0112,0.2201,0.2313,25.26,0,0,0,0,0,0
"deltbnut",2015,7,0.062,0.0254,0.0056,0.386,0.3916,29.65,0,0,0,0,0,0
"deltbnut",2015,8,0.0447,0.0056,0.0138,0.0948,0.1086,23.87,0,1,0,0,0,0
"deltbnut",2015,9,0.0245,0.0056,0.0017,0.0447,0.0464,48.22,0,1,0,0,0,0
"deltbnut",2015,10,0.0363,0.0146,0.0031,0.5209,0.524,7.71,0,0,0,0,0,0
"deltbnut",2015,11,0.0164,0.0056,0.0016,,0.7689,31.52,0,1,1,,0,0
"deltbnut",2015,12,0.0211,0.0222,0.0025,0.8381,0.8406,30.31,0,0,0,0,0,0
"deltbnut",2016,1,0.032,0.1391,0.0058,0.4905,0.4963,7.85,0,0,0,0,0,0
"deltbnut",2016,2,0.0232,0.1223,0.0066,0.3659,0.3725,6.57,0,0,0,0,0,0
"deltbnut",2016,3,0.0309,0.0721,0.0109,0.483,0.4939,8.11,0,0,0,0,0,0
"deltbnut",2016,4,0.0028,0.0056,0.0016,,0.0047,84.84,0,1,1,,1,0
"deltbnut",2016,5,0.0085,0.0056,0.0041,0.1468,0.1509,56.08,0,1,0,0,0,0
"deltbnut",2016,6,0.0697,0.1597,0.0221,0.4179,0.44,12.07,0,0,0,0,0,0
"deltbnut",2016,7,0.073,0.03,0.035,0.094,0.129,57.9,0,0,0,0,0,0
"deltbnut",2016,8,0.072,0.024,0.004,,0.004,56.6,0,0,1,,1,0
"deltbnut",2016,9,0.051,0.118,0.01,0.065,0.075,33.8,0,0,0,0,0,0
"deltbnut",2016,10,0.048,0.122666666666667,,,0.184666666666667,27.8,0,0,,,0,0
"deltbnut",2016,11,0.053,0.096,,,1.07,7.07,0,0,,,0,0
"deltbnut",2016,12,0.038,0.084,,,0.693,30.4,0,0,,,0,0
"deltbnut",2017,1,0.021,0.073,0.01,0.788,0.798,30.8,0,0,0,0,0,0
"deltbnut",2017,2,0.027,0.117,0.016,0.9,0.916,42.2,0,0,0,0,0,0
"deltbnut",2017,3,0.004,,0.004,,0.004,,1,,1,,1,
"deltbnut",2017,4,0.021,0.192,0.017,0.629,0.646,13.6,0,0,0,0,0,0
